PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
648,0,3,male,22.1,2,0,21.0,S
649,0,3,male,40.3,0,2,32.5,C
650,1,3,female,15.4,1,0,4.0,S
651,0,1,male,35.7,0,2,107.07,S
652,0,3,male,,0,2,13.84,C
653,0,3,male,43.8,0,0,24.11,S
654,0,3,female,67.6,0,1,18.79,S
655,0,2,male,34.5,1,3,28.61,C
656,1,1,female,,0,0,140.02,C
657,1,2,male,28.6,0,0,21.7,S
658,0,2,male,4.2,0,0,29.55,C
659,0,3,male,19.3,1,0,19.49,S
660,1,3,female,23.3,2,0,6.25,S
661,0,2,male,21.7,1,0,4.0,C
662,1,3,female,31.1,0,0,13.25,S
663,0,3,female,,0,0,4.0,S
664,0,1,male,44.7,0,0,63.31,S
665,0,1,male,29.0,0,1,62.07,S
666,0,1,male,28.9,0,0,62.47,S
667,1,2,male,,0,0,9.0,C
668,1,1,female,31.2,0,0,95.45,C
669,1,1,female,40.6,1,0,4.0,S
670,0,2,male,,0,2,23.18,C
671,1,1,male,19.8,0,0,70.45,S
672,0,3,female,,0,0,17.25,S
673,0,1,male,10.2,1,2,91.56,C
674,1,3,female,17.5,1,2,7.12,S
675,0,2,male,22.3,1,0,30.35,S
676,1,3,female,41.2,0,1,16.19,S
677,0,1,male,32.7,4,0,54.62,S
678,0,2,male,31.7,0,0,29.82,C
679,0,3,male,40.9,0,0,16.13,S
680,0,3,male,27.1,4,0,18.41,S
681,1,3,male,34.5,0,1,10.85,S
682,1,2,female,27.6,0,0,16.76,S
683,0,1,female,,0,0,107.86,S
684,0,3,male,20.8,0,2,25.65,S
685,0,3,male,0.5,1,0,10.52,C
686,0,3,male,27.1,0,3,12.79,Q
687,0,3,male,,0,3,24.65,S
688,0,2,male,42.0,0,0,12.28,S
689,0,3,male,,0,0,17.08,S
690,0,1,male,46.3,0,0,70.65,Q
691,1,2,male,30.2,0,0,20.79,Q
692,0,2,male,31.8,0,0,30.54,S
693,0,3,male,,0,0,18.29,C
694,1,2,female,24.6,1,3,19.19,S
695,0,1,male,37.6,0,0,154.81,S
696,1,3,female,45.9,0,0,8.62,S
697,0,2,male,27.0,0,0,24.26,S
698,0,3,male,22.7,0,0,4.0,S
699,1,1,female,29.0,1,2,104.3,S
700,1,3,female,37.4,3,0,6.48,S
701,1,3,female,8.8,0,0,9.79,S
702,0,1,male,0.5,1,0,28.25,S
703,0,2,male,21.3,0,0,31.22,S
704,0,1,female,11.9,0,0,108.83,S
705,1,1,male,21.9,1,0,125.61,S
706,0,3,male,26.9,0,0,16.69,S
707,0,2,male,22.7,0,2,10.97,S
708,0,3,male,49.3,1,2,6.88,S
709,0,2,female,33.6,0,0,6.03,S
710,0,3,male,33.2,1,1,7.73,S
711,0,3,male,37.7,1,0,16.7,S
712,1,3,male,13.1,0,0,10.1,C
713,0,3,male,,0,0,6.05,S
714,0,2,male,27.9,0,0,25.11,S
715,1,2,male,38.4,3,0,33.3,S
716,0,3,male,14.0,0,0,15.89,S
717,0,3,female,7.2,0,0,20.74,S
718,0,3,male,,0,1,15.89,S
719,1,1,male,34.3,0,0,147.97,S
720,1,3,female,16.4,0,0,29.92,Q
721,0,3,female,16.8,0,2,16.0,S
722,0,1,male,44.8,0,0,97.59,S
723,1,1,male,12.3,0,0,95.28,S
724,0,3,male,52.0,0,1,21.91,Q
725,1,3,female,16.4,0,0,4.26,C
726,1,3,female,37.9,0,0,17.88,S
727,1,1,female,24.4,1,0,41.2,C
728,0,3,male,37.4,0,1,18.42,S
729,1,1,female,21.4,0,0,128.16,C
730,0,1,male,26.7,0,1,90.29,C
731,1,1,male,,0,0,84.25,S
732,0,3,male,15.0,0,0,19.58,S
733,1,3,female,39.4,0,1,22.8,S
734,0,3,male,21.8,0,0,21.97,S
735,1,2,female,,1,0,4.0,S
736,0,3,male,,1,0,17.79,C
737,0,2,male,,1,1,31.25,S
738,0,3,male,26.3,1,0,7.5,S
739,0,2,male,62.8,0,0,10.09,S
740,1,2,female,40.0,0,0,29.21,S
741,0,3,male,,0,2,4.0,S
742,1,2,female,25.3,0,0,16.25,S
743,1,3,female,29.3,0,0,17.5,S
744,0,3,female,36.7,1,0,19.12,S
745,0,1,male,12.5,0,0,29.67,S
746,0,3,male,44.6,0,0,15.27,Q
747,0,2,male,39.0,0,0,18.74,S
748,0,3,female,39.1,0,0,6.43,S
749,1,3,female,35.1,1,1,11.64,S
750,0,3,male,29.3,1,1,4.0,S
751,1,1,female,38.4,0,0,101.35,S
752,0,3,male,,1,2,20.79,S
753,0,3,male,24.0,0,0,7.03,S
754,0,2,male,21.0,1,1,4.87,C
755,1,1,female,30.4,0,0,117.12,S
756,0,3,male,,0,0,10.92,S
757,1,3,female,,0,2,7.75,C
758,1,3,female,,1,2,11.56,S
759,1,3,female,31.3,2,0,23.97,S
760,0,3,male,,0,0,5.12,S
761,0,1,male,,0,0,25.03,S
762,0,2,male,32.4,2,0,16.81,C
763,0,2,male,25.9,0,0,7.26,S
764,0,3,male,49.9,0,0,14.4,C
765,1,1,female,,0,1,74.88,Q
766,0,3,male,17.4,0,0,12.43,Q
767,0,3,male,27.6,1,0,22.05,C
768,0,3,male,,1,0,4.0,S
769,1,2,male,26.5,0,0,20.96,S
770,0,3,male,52.3,0,0,4.0,S
771,1,1,male,29.3,1,0,81.53,S
772,0,3,female,,0,1,22.8,C
773,1,1,male,11.4,1,1,168.82,S
774,1,2,female,,0,0,4.0,Q
775,0,3,female,,0,0,5.19,C
776,0,1,male,24.6,2,0,82.47,Q
777,1,1,female,46.9,0,1,85.99,C
778,0,3,male,36.8,0,1,20.29,S
779,1,3,female,13.4,1,0,7.65,S
780,0,3,male,32.5,0,0,16.48,S
781,1,3,female,36.0,0,1,10.56,S
782,1,3,female,45.0,4,0,7.04,S
783,0,2,female,51.1,1,0,23.83,C
784,1,2,female,14.8,0,2,11.95,C
785,0,1,male,17.6,0,0,117.07,S
786,0,3,male,11.4,0,0,10.98,S
787,0,3,male,25.7,0,0,4.0,S
788,0,2,male,,0,0,32.43,S
789,0,3,female,42.8,1,0,5.81,S
790,0,3,male,27.9,0,0,15.09,S
791,1,1,female,24.5,1,0,10.61,S
792,0,3,male,,0,0,11.73,S
793,0,3,female,17.3,0,1,9.1,S
794,0,3,male,,0,0,17.96,S
795,1,1,female,6.5,0,0,92.0,S
796,0,3,female,31.6,0,0,22.09,S
797,0,3,male,,2,0,5.7,S
798,0,3,male,29.1,0,0,16.26,Q
799,0,3,female,26.3,2,0,15.84,S
800,0,3,male,24.0,0,1,23.2,S
801,0,3,male,26.5,3,0,14.58,C
802,0,1,male,48.2,0,2,79.71,S
803,0,3,male,0.5,2,3,4.0,Q
804,0,3,male,50.5,0,0,10.21,S
805,0,2,male,9.1,1,0,15.39,S
806,0,3,male,,1,2,7.97,S
807,0,3,male,23.0,0,2,10.66,S
808,1,3,female,37.2,0,0,7.48,S
809,0,3,male,,0,0,13.33,S
810,1,1,female,35.5,2,0,72.93,S
811,0,3,male,57.3,0,3,10.38,S
812,0,3,male,,0,0,4.0,S
813,1,1,male,31.7,0,0,69.37,S
814,0,3,male,19.7,0,1,18.14,S
815,0,3,male,35.0,1,0,19.43,S
816,0,3,male,,0,0,4.0,S
817,0,3,male,20.0,0,0,6.48,C
818,0,2,male,35.8,2,1,19.55,S
819,1,1,female,54.3,0,0,115.43,S
820,0,2,male,26.3,0,0,9.56,S
821,0,3,male,39.1,0,0,24.53,S
822,1,1,female,10.9,0,0,106.39,Q
823,1,2,male,15.6,0,0,23.14,S
824,0,2,male,35.6,1,0,18.13,S
825,0,3,female,,0,0,27.83,S
826,0,3,male,34.0,0,1,16.57,C
827,1,2,female,,0,1,22.93,S
828,1,2,female,,0,0,12.57,Q
829,0,3,male,,1,0,17.31,Q
830,0,3,male,,0,0,18.28,S
831,0,1,male,41.4,0,1,51.14,Q
832,0,3,male,22.7,0,0,18.49,S
833,1,1,male,22.4,1,0,148.9,C
834,1,1,female,32.7,0,0,84.89,S
835,0,3,male,22.9,0,0,5.93,S
836,1,2,male,,0,0,17.24,S
837,1,3,female,58.4,1,0,4.76,C
838,0,2,female,,0,0,16.46,S
839,0,3,male,24.0,1,0,16.02,S
840,0,3,male,19.9,1,0,10.16,S
841,0,1,male,,0,0,27.28,S
842,0,3,male,26.5,0,0,30.42,S
843,1,1,male,19.9,0,0,58.47,S
844,0,3,male,47.5,0,0,21.74,S
845,1,1,female,48.9,1,0,87.03,S
846,0,2,male,20.6,0,0,34.67,S
847,1,1,male,2.9,0,0,56.29,S
848,0,3,male,43.1,0,0,7.97,S
849,0,3,male,19.4,0,0,14.57,Q
850,0,3,female,,0,1,13.5,S
851,1,1,female,1.4,1,0,54.85,Q
852,0,3,female,,0,0,6.14,C
853,0,1,male,12.0,1,0,65.84,S
854,0,3,male,39.2,0,0,15.44,S
855,0,1,male,29.2,0,0,60.52,C
856,1,1,male,15.6,0,0,68.91,S
857,0,1,male,23.3,0,0,112.69,S
858,0,3,female,38.6,0,0,14.66,S
859,0,3,male,30.5,1,0,7.21,S
860,1,1,male,37.2,1,1,97.26,C
861,0,3,male,56.7,0,2,9.74,S
862,1,3,male,7.1,0,0,4.0,S
863,0,3,male,51.6,0,0,10.73,S
864,1,2,female,30.5,1,0,12.27,S
865,1,2,female,16.4,0,0,21.32,S
866,1,3,female,10.4,2,0,20.03,S
867,0,1,male,26.4,0,0,85.16,C
868,0,1,male,41.9,0,0,123.59,S
869,0,3,male,27.2,2,0,4.63,C
870,0,3,male,50.2,0,0,18.47,S
871,0,2,female,8.7,0,0,22.33,S
872,1,2,male,,0,1,27.21,S
873,0,3,male,11.5,0,0,9.83,S
874,0,2,male,,0,0,28.73,S
875,0,1,male,41.4,0,0,66.95,S
876,1,1,female,23.1,1,0,100.08,S
877,0,3,male,,0,0,4.0,C
878,0,3,male,31.8,2,0,4.0,S
879,0,1,male,35.1,0,0,130.05,S
880,1,1,male,,0,0,106.13,S
881,1,1,female,46.3,0,0,69.3,S
882,1,3,female,14.0,0,0,16.35,S
883,1,1,female,,0,0,156.26,S
884,1,1,female,45.7,3,0,69.97,Q
885,0,3,male,4.1,0,0,8.8,C
886,1,1,female,33.5,0,0,97.56,S
887,0,3,male,21.9,0,2,5.37,S
888,0,1,male,27.9,1,0,30.21,S
889,1,1,female,33.9,1,0,92.46,C
890,0,2,male,22.2,0,0,28.59,S
891,0,3,female,19.5,0,2,19.13,S
